name	category	lang	homepage	desc_cn	desc_en	binlist	rule
lha	common	C	https://github.com/jca02266/lha/	lha 是一种文件压缩工具，主要用于在 Unix 和类 Unix 系统中处理 LZH 格式的压缩文件。	The lha command-line tool is a utility used for compressing and decompressing files in the LHA (Lempel–Ziv–Huffman Algorithm) archive format.	lha	{"darwin/brew":{"cmd":"brew install lha","reference":"https://formulae.brew.sh/formula/lha#default"},"debian/apt":{"cmd":"sudo apt-get install lhasa","reference":"https://command-not-found.com/lha","dsnap":"lhasa"},"ubuntu/apt":{"cmd":"sudo apt-get install lhasa","reference":"https://command-not-found.com/lha","dsnap":"lhasa"},"kali/apt":{"cmd":"sudo apt-get install lhasa","reference":"https://command-not-found.com/lha","dsnap":"lhasa"},"raspbian/apt":{"cmd":"sudo apt-get install lhasa","reference":"https://command-not-found.com/lha"},"alpine/apk":{"cmd":"apk add lha","reference":"https://command-not-found.com/lha","dsnap":"lha"},"arch/pacman":{"cmd":"sudo pacman -S lhasa","reference":"https://command-not-found.com/lha"}}
zstd	common	c	https://github.com/facebook/zstd	一种基于 Zstandard 算法的高效文件压缩工具	An efficient file compression tool based on the ZStandard algorithm	zstd	{"/x":{"cmd":"x pkg use zstd","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install zstd","reference":"https://formulae.brew.sh/formula/zstd#default"},"debian/apt":{"cmd":"sudo apt-get install zstd","reference":"https://command-not-found.com/zstd","dsnap":"zstd"},"ubuntu/apt":{"cmd":"sudo apt-get install zstd","reference":"https://command-not-found.com/zstd","dsnap":"zstd"},"alpine/apk":{"cmd":"sudo apk add zstd","reference":"https://command-not-found.com/zstd","dsnap":"zstd"},"arch/pacman":{"cmd":"sudo pacman -S zstd","reference":"https://command-not-found.com/zstd"},"kali/apt":{"cmd":"sudo apt-get install zstd","reference":"https://command-not-found.com/zstd","dsnap":"zstd"},"fedora/dnf":{"cmd":"sudo dnf install zstd","reference":"https://command-not-found.com/zstd","dsnap":"zstd"},"raspbian/apt":{"cmd":"sudo apt-get install zstd","reference":"https://command-not-found.com/zstd"}}
pgcli	db-pg	python	https://github.com/dbcli/pgcli	postgres 的 CLI，具有自动补全和语法突出显示功能	CLI for postgres with autocompletion and syntax highlighting	pgcli	{"/x":{"cmd":"x pkg use pgcli","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install -U pgcli","reference":"https://github.com/dbcli/pgcli#quick-start","dsnap":"pgcli"},"darwin/brew":{"cmd":"brew install pgcli","reference":"https://formulae.brew.sh/formula/pgcli#default"},"debian/apt":{"cmd":"sudo apt install pgcli","reference":"https://command-not-found.com/pgcli","dsnap":"pgcli"},"ubuntu/apt":{"cmd":"sudo apt install pgcli","reference":"https://command-not-found.com/pgcli","dsnap":"pgcli"},"kali/apt":{"cmd":"sudo apt install pgcli","reference":"https://command-not-found.com/pgcli","dsnap":"pgcli"},"raspbian/apt":{"cmd":"sudo apt-get install pgcli","reference":"https://command-not-found.com/pgcli"}}
pigsty	db-pg	shell	https://pigsty.cc/	Pigsty 是一个更好的本地开源 RDS for PostgreSQL 替代	Pigsty is a Me-Better Open-Source RDS Alternative	pigsty	{"/curl":{"cmd":"curl https://get.pigsty.cc/latest | bash\n","reference":"https://pigsty.cc/zh/docs/install/"}}
supabase	db-pg	go	https://github.com/supabase/cli	管理 postgres 迁移，本地运行 Supabase, 部署边缘函数。Postgres 备份。从数据库模式生成类型	Manage postgres migrations, run Supabase locally, deploy edge functions. Postgres backups. Generating types from your database schema	supabase	{"darwin/brew":{"cmd":"brew install supabase/tap/supabase","reference":"https://github.com/supabase/cli?tab=readme-ov-file#install-the-cli"},"/npm":{"cmd":"npm install -g supabase","reference":"https://www.npmjs.com/package/supabase","dsnap":"supabase"},"(win|wsl2)/scoop":{"cmd":"x scoop bucket add supabase https://github.com/supabase/scoop-bucket.git && x scoop install supabase\n","reference":"https://scoop.sh/#/apps?q=supabase"},"/go":{"cmd":"go install github.com/supabase/cli@latest","reference":"https://github.com/supabase/cli?tab=readme-ov-file#install-the-cli","dsnap":"github.com/supabase/cli"},"/pkgx":{"cmd":"pkgx install supabase","reference":"https://github.com/supabase/cli?tab=readme-ov-file#install-the-cli"},"arch/yay":{"cmd":"yay -S supabase-bin","reference":"https://aur.archlinux.org/packages/supabase-bin"}}
vcli	db-pg	python	https://github.com/dbcli/vcli	Vertica 是一个基于 pgcli 的自动完成和语法突显的客户端	A Vertica client that does auto-completion and syntax highlighting, based on pgcli	vcli	{"/pip":{"cmd":"pip install vcli","reference":"https://github.com/dbcli/vcli#installation","dsnap":"vcli"}}
postgresql	db-pg	C	https://www.postgresql.org/	PostgreSQL 是一个功能强大的开源对象关系数据库系统	PostgreSQL is a powerful, open source object-relational database system	postgresql	{"debian/apt":{"cmd":"sudo sh -c 'echo \"deb https://apt.postgresql.org/pub/repos/apt $(lsb_release -cs)-pgdg main\" > /etc/apt/sources.list.d/pgdg.list' \\\n&& wget --quiet -O - https://www.postgresql.org/media/keys/ACCC4CF8.asc | sudo apt-key add - \\\n&& sudo apt-get update \\\n&& sudo apt-get -y install postgresql \\\n","reference":"https://www.postgresql.org/download/linux/debian/","dsnap":"postgresql"},"ubuntu/apt":{"cmd":"sudo sh -c 'echo \"deb https://apt.postgresql.org/pub/repos/apt $(lsb_release -cs)-pgdg main\" > /etc/apt/sources.list.d/pgdg.list' \\\n&& wget --quiet -O - https://www.postgresql.org/media/keys/ACCC4CF8.asc | sudo apt-key add - \\\n&& sudo apt-get update \\\n&& sudo apt-get -y install postgresql\n","reference":"https://www.postgresql.org/download/linux/ubuntu/","dsnap":"postgresql"},"centos/yum":{"cmd":"sudo yum install postgresql-server","reference":"https://command-not-found.com/postgresql-setup"},"fedora/dnf":{"cmd":"sudo dnf install postgresql-server","reference":"https://command-not-found.com/postgresql-setup"}}
fblog	log	Rust	https://github.com/brocode/fblog	查看 json 日志文件的小工具	A small tool to view json log files	fblog	{"arch/yay":{"cmd":"yay -S fblog","reference":"https://aur.archlinux.org/packages/fblog"},"/cargo":{"cmd":"cargo install fblog","reference":"https://github.com/brocode/fblog?tab=readme-ov-file#installation","dsnap":"fblog"},"darwin/brew":{"cmd":"brew install fblog","reference":"https://formulae.brew.sh/formula/fblog#default"}}
loggo	log	Go	https://github.com/aurc/loggo	l'oGGo（Log & Go）是一款功能丰富的终端用户界面（TUI）应用，由 Golang 编写，利用终端的强大功能来解析基于 JSON 的日志流。	l'oGGo or Log & Go is a rich Terminal User Interface app written in golang that harness the power of your terminal to digest log streams based on JSON based logs.	loggo	{"arch/yay":{"cmd":"yay -S loggo","reference":"https://aur.archlinux.org/packages/loggo"},"linux/brew":{"cmd":"brew tap aurc/loggo && brew install aurc/loggo/loggo","reference":"https://github.com/aurc/loggo?tab=readme-ov-file#macoslinux-with-homebrewlinuxbrew"},"darwin/brew":{"cmd":"brew tap aurc/loggo && brew install aurc/loggo/loggo","reference":"https://github.com/aurc/loggo?tab=readme-ov-file#macoslinux-with-homebrewlinuxbrew"},"/go":{"cmd":"go install github.com/aurc/loggo@latest","reference":"https://github.com/aurc/loggo?tab=readme-ov-file#install-with-go","dsnap":"github.com/aurc/loggo@latest"}}
tailspin	log	rust	https://github.com/bensadeh/tailspin	日志文件荧光笔	A log file highlighter	tailspin	{"darwin/brew":{"cmd":"brew install tailspin","reference":"https://github.com/bensadeh/tailspin?tab=readme-ov-file#installing"},"/cargo":{"cmd":"cargo install tailspin","reference":"https://github.com/bensadeh/tailspin?tab=readme-ov-file#installing","dsnap":"tailspin"},"arch/pacman":{"cmd":"pacman -S tailspin","reference":"https://github.com/bensadeh/tailspin?tab=readme-ov-file#installing"},"/nix-shell":{"cmd":"nix-shell -p tailspin","reference":"https://github.com/bensadeh/tailspin?tab=readme-ov-file#installing"},"netbsd/pkgin":{"cmd":"pkgin install tailspin","reference":"https://github.com/bensadeh/tailspin?tab=readme-ov-file#installing"},"freebsd/pkg":{"cmd":"pkg install tailspin","reference":"https://github.com/bensadeh/tailspin?tab=readme-ov-file#installing"}}
bartib	log	Rust/shell	https://github.com/nikolassv/bartib	Bartib 是一个易于使用的命令行时间跟踪工具	Bartib is an easy to use time tracking tool for the command line	bartib	{"/cargo":{"cmd":"cargo install bartib","reference":"https://github.com/nikolassv/bartib?tab=readme-ov-file#with-cargo","dsnap":"bartib"},"arch/yay":{"cmd":"sudo yay -S bartib","reference":"https://github.com/nikolassv/bartib?tab=readme-ov-file#from-the-aur-arch-linux"},"darwin/brew":{"cmd":"brew install bartib","reference":"https://formulae.brew.sh/formula/bartib#default"},"alpine/apk":{"cmd":"sudo apk add bartib","reference":"https://github.com/nikolassv/bartib?tab=readme-ov-file#via-apk-alpine-linux","dsnap":"bartib"}}
goaccess	log	C	https://goaccess.io/	GoAccess 是一种开源实时网络日志分析仪和交互式查看器，它在 *nix 系统中或通过浏览器中运行	GoAccess is an open source real-time web log analyzer and interactive viewer that runs in a terminal in *nix systems or through your browser	goaccess	{"debian/apt":{"cmd":"sudo apt-get install goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#debianubuntu","dsnap":"goaccess"},"ubuntu/apt":{"cmd":"sudo apt-get install goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#debianubuntu","dsnap":"goaccess"},"debian/wget":{"cmd":"wget -O - https://deb.goaccess.io/gnugpg.key | gpg --dearmor | sudo tee /usr/share/keyrings/goaccess.gpg >/dev/null && \\\necho \"deb [signed-by=/usr/share/keyrings/goaccess.gpg arch=$(dpkg --print-architecture)] https://deb.goaccess.io/ $(lsb_release -cs) main\" | sudo tee /etc/apt/sources.list.d/goaccess.list && \\\nsudo apt-get update && \\\nsudo apt-get install goaccess\n","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#official-goaccess-debian--ubuntu-repository"},"ubuntu/wget":{"cmd":"wget -O - https://deb.goaccess.io/gnugpg.key | gpg --dearmor | sudo tee /usr/share/keyrings/goaccess.gpg >/dev/null && \\\necho \"deb [signed-by=/usr/share/keyrings/goaccess.gpg arch=$(dpkg --print-architecture)] https://deb.goaccess.io/ $(lsb_release -cs) main\" | sudo tee /etc/apt/sources.list.d/goaccess.list && \\\nsudo apt-get update && \\\nsudo apt-get install goaccess\n","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#official-goaccess-debian--ubuntu-repository"},"fedora/yum":{"cmd":"sudo yum install goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#fedora"},"arch/yay":{"cmd":"yay -S goaccess-git","reference":"https://aur.archlinux.org/packages/goaccess-git"},"arch/pacman":{"cmd":"sudo pacman -S goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#arch"},"manjaro/pacman":{"cmd":"sudo pacman -S goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#arch"},"gentoo/emerge":{"cmd":"sudo emerge net-analyzer/goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#gentoo"},"darwin/brew":{"cmd":"brew install goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#os-x--homebrew"},"freebsd/pkg":{"cmd":"cd /usr/ports/sysutils/goaccess/ && \\\nmake install clean && \\\npkg install sysutils/goaccess\n","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#freebsd"},"openbsd/pkg":{"cmd":"cd /usr/ports/www/goaccess && \\\nmake install clean && \\\npkg_add goaccess\n","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#openbsd"},"opensuse/zypper":{"cmd":"zypper ar -f obs://server:http http && \\\nzypper in goaccess\n","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#opensuse"},"netbsd/pkgsrc":{"cmd":"pkgin install goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#pkgsrc-netbsd-solaris-smartos-"},"solaris/pkgsrc":{"cmd":"pkgin install goaccess","reference":"https://github.com/allinurl/goaccess?tab=readme-ov-file#pkgsrc-netbsd-solaris-smartos-"}}
toolong	log	Python	https://github.com/Textualize/toolong	一个终端应用程序，用于查看、跟踪、合并和搜索日志文件（以及 JSONL）。	A terminal application to view, tail, merge, and search log files (plus JSONL).	toolong	{"arch/yay":{"cmd":"yay -S toolong","reference":"https://aur.archlinux.org/packages/toolong"},"/pip":{"cmd":"pip install toolong","reference":"https://github.com/Textualize/toolong?tab=readme-ov-file#how","dsnap":"toolong"},"/pipx":{"cmd":"pipx install toolong","reference":"https://github.com/Textualize/toolong?tab=readme-ov-file#how"}}
lnav	log	C++	https://lnav.org/	日志文件导航器 lnav 是终端的高级日志文件查看器	The Log File Navigator, lnav, is an advanced log file viewer for the terminal	lnav	{"arch/yay":{"cmd":"yay -S lnav-git","reference":"https://aur.archlinux.org/packages/lnav-git"},"darwin/brew":{"cmd":"brew install lnav","reference":"https://github.com/tstack/lnav?tab=readme-ov-file#brew-on-macos"},"/snap":{"cmd":"sudo snap install lnav","reference":"https://lnav.org/downloads"},"/yum":{"cmd":"curl -s https://packagecloud.io/install/repositories/tstack/lnav/script.rpm.sh | sudo bash && \\\nsudo yum install lnav\n","reference":"https://lnav.org/downloads"}}
rhit	log	Rust	https://github.com/Canop/rhit	Nginx 日志探索器。	A nginx log explorer.	rhit	{"/cargo":{"cmd":"cargo install rhit","reference":"https://dystroy.org/rhit/install/","dsnap":"rhit"},"arch/pacman":{"cmd":"pacman -S rhit","reference":"https://dystroy.org/rhit/install/"},"manjaro/pacman":{"cmd":"pacman -S rhit","reference":"https://dystroy.org/rhit/install/"},"darwin/brew":{"cmd":"brew install bmon","reference":"https://github.com/tgraf/bmon#osx-installation"},"darwin/port":{"cmd":"sudo port install rhit","reference":"https://github.com/tgraf/bmon#osx-installation"}}
logria	log	Rust	https://github.com/ReagentX/Logria	一个强大的 CLI 工具，可以将日志聚合放在您的指尖。	A powerful CLI tool that puts log aggregation at your fingertips.	logria	{"arch/yay":{"cmd":"yay -S logria","reference":"https://aur.archlinux.org/packages/logria"},"/cargo":{"cmd":"cargo install logria","reference":"https://github.com/ReagentX/Logria?tab=readme-ov-file#cargo-recommended","dsnap":"logria"}}
yubikey-agent	security	go	https://github.com/FiloSottile/yubikey-agent	Yubikey-agent 是 YubiKeys 的一个无缝 ssh-agent	yubikey-agent is a seamless ssh-agent for YubiKeys	yubikey-agent	{"arch/yay":{"cmd":"yay -S yubikey-agent","reference":"https://aur.archlinux.org/packages/yubikey-agent"},"darwin/brew":{"cmd":"brew install yubikey-agent","reference":"https://github.com/FiloSottile/yubikey-agent?tab=readme-ov-file#macos"}}
scorecard	security	Go	https://github.com/ossf/scorecard	OpenSSF 记分卡 - 开源的安全健康指标	OpenSSF Scorecard - Security health metrics for Open Source	scorecard	{"/x":{"cmd":"x pkg use scorecard","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install scorecard","reference":"https://github.com/ossf/scorecard?tab=readme-ov-file#installation"},"/nix-shell":{"cmd":"nix-shell -p nixpkgs.scorecard","reference":"https://github.com/ossf/scorecard?tab=readme-ov-file#installation"},"arch/yay":{"cmd":"yay -S scorecard-bin","reference":"https://aur.archlinux.org/packages/scorecard-bin"}}
flawz	security	Rust	https://github.com/orhun/flawz	flawz 是一个终端用户界面（TUI），用于浏览安全漏洞（也称为 CVE）。	flawz is a Terminal User Interface (TUI) for browsing security vulnerabilities (also known as CVEs)	flawz	{"/cargo":{"cmd":"cargo install flawz","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#cargo","dsnap":"flawz"},"arch/pacman":{"cmd":"sudo pacman -S flawz","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#arch-linux"},"alpine/apk":{"cmd":"apk add flawz","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#alpine-linux","dsnap":"flawz"},"darwin/brew":{"cmd":"brew install flawz","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#homebrew"},"/nixpkgs":{"cmd":"nix-channel --add https://nixos.org/channels/nixpkgs-unstable && \\\nnix-channel --update nixpkgs && \\\nnix-env -iA nixpkgs.flawz\n","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#nixpkgs"},"/nix-env":{"cmd":"nix-channel --add https://nixos.org/channels/nixos-unstable && \\\nnix-channel --update nixos && \\\nnix-env -iA nixos.flawz\n","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#nixpkgs"},"nix/run":{"cmd":"nix run nixpkgs#flawz","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#nixpkgs"},"netbsd/pkgin":{"cmd":"pkgin install flawz","reference":"https://github.com/orhun/flawz?tab=readme-ov-file#netbsd"},"arch/yay":{"cmd":"yay -S flawz","reference":"https://aur.archlinux.org/packages/flawz"}}
